,pdb,natoms,parKVFinder_01,parKVFinder_02,parKVFinder_04,parKVFinder_08,parKVFinder_12,parKVFinder_16,parKVFinder_20,parKVFinder_24,pyKVFinder_01,pyKVFinder_02,pyKVFinder_04,pyKVFinder_08,pyKVFinder_12,pyKVFinder_16,pyKVFinder_20,pyKVFinder_24,pyKVFinder-depth_01,pyKVFinder-depth_02,pyKVFinder-depth_04,pyKVFinder-depth_08,pyKVFinder-depth_12,pyKVFinder-depth_16,pyKVFinder-depth_20,pyKVFinder-depth_24,pyKVFinder-hydropathy_01,pyKVFinder-hydropathy_02,pyKVFinder-hydropathy_04,pyKVFinder-hydropathy_08,pyKVFinder-hydropathy_12,pyKVFinder-hydropathy_16,pyKVFinder-hydropathy_20,pyKVFinder-hydropathy_24
471,3AOV_C,3246,7.7008,4.9391,3.1607,2.6545,2.4375,2.3418,2.2969,2.2878,5.8009,3.593,2.3217,1.9774,1.74,1.6057,1.4742,1.4018,5.8009,3.593,2.3217,1.9774,1.74,1.6057,1.4742,1.4018,5.8009,3.593,2.3217,1.9774,1.74,1.6057,1.4742,1.4018
472,3ATR_A,3568,6.869,4.4898,3.0033,2.3557,2.2313,2.1922,2.1129,2.0692,5.2345,3.2324,2.0723,1.6265,1.4965,1.4082,1.2885,1.2119,5.2345,3.2324,2.0723,1.6265,1.4965,1.4082,1.2885,1.2119,5.2345,3.2324,2.0723,1.6265,1.4965,1.4082,1.2885,1.2119
473,3AXS_A,3162,7.257,4.533,2.867,2.2117,1.9957,1.9656,1.9338,1.8727,5.6287,3.5512,2.3773,2.0656,1.8333,1.6948,1.6762,1.5448,5.6287,3.5512,2.3773,2.0656,1.8333,1.6948,1.6762,1.5448,5.6287,3.5512,2.3773,2.0656,1.8333,1.6948,1.6762,1.5448
474,3B0C_T,750,3.0565,1.7668,0.9828,0.7018,0.5877,0.5585,0.5279,0.501,2.6876,1.6643,1.1094,0.9273,0.8339,0.7722,0.704,0.6811,2.6876,1.6643,1.1094,0.9273,0.8339,0.7722,0.704,0.6811,2.6876,1.6643,1.1094,0.9273,0.8339,0.7722,0.704,0.6811
475,3B0P_A,2446,5.1591,3.2425,1.9975,1.6832,1.509,1.4526,1.406,1.3624,4.1873,2.6125,1.7164,1.4384,1.3043,1.1337,1.0192,0.9832,4.1873,2.6125,1.7164,1.4384,1.3043,1.1337,1.0192,0.9832,4.1873,2.6125,1.7164,1.4384,1.3043,1.1337,1.0192,0.9832
476,3B9O_A,3508,7.6543,4.9525,3.2907,2.6467,2.4152,2.3143,2.2981,2.2463,5.803,3.5743,2.32,1.9562,1.7468,1.588,1.4603,1.391,5.803,3.5743,2.32,1.9562,1.7468,1.588,1.4603,1.391,5.803,3.5743,2.32,1.9562,1.7468,1.588,1.4603,1.391
477,3B9T_A,3223,7.2342,4.5357,3.0365,2.2559,2.0947,2.0776,1.9917,1.9403,5.5455,3.4191,2.258,1.8197,1.5757,1.4362,1.3638,1.2427,5.5455,3.4191,2.258,1.8197,1.5757,1.4362,1.3638,1.2427,5.5455,3.4191,2.258,1.8197,1.5757,1.4362,1.3638,1.2427
478,3B9X_B,2277,4.1923,2.653,1.6787,1.3446,1.2383,1.1848,1.149,1.1631,3.5796,2.244,1.482,1.2335,1.0975,0.9652,0.902,0.866,3.5796,2.244,1.482,1.2335,1.0975,0.9652,0.902,0.866,3.5796,2.244,1.482,1.2335,1.0975,0.9652,0.902,0.866
479,3BB9_A,925,2.5282,1.4582,0.8284,0.6555,0.575,0.5315,0.505,0.4835,2.3456,1.4373,0.9903,0.8428,0.745,0.6943,0.6465,0.6357,2.3456,1.4373,0.9903,0.8428,0.745,0.6943,0.6465,0.6357,2.3456,1.4373,0.9903,0.8428,0.745,0.6943,0.6465,0.6357
480,3BES_R,2017,7.3472,4.265,2.5924,2.0071,1.7864,1.5917,1.5482,1.4755,5.7542,3.6605,2.3397,1.9462,1.7606,1.6515,1.5311,1.4414,5.7542,3.6605,2.3397,1.9462,1.7606,1.6515,1.5311,1.4414,5.7542,3.6605,2.3397,1.9462,1.7606,1.6515,1.5311,1.4414
481,3BF2_A,941,2.806,1.6218,0.9587,0.7026,0.6179,0.5889,0.5579,0.5386,2.506,1.5304,1.0129,0.8564,0.7547,0.7078,0.6673,0.6464,2.506,1.5304,1.0129,0.8564,0.7547,0.7078,0.6673,0.6464,2.506,1.5304,1.0129,0.8564,0.7547,0.7078,0.6673,0.6464
482,3BF4_A,876,2.8893,1.6942,0.9735,0.743,0.6467,0.602,0.5669,0.545,2.6182,1.6168,1.0685,0.9108,0.8216,0.7478,0.7152,0.6712,2.6182,1.6168,1.0685,0.9108,0.8216,0.7478,0.7152,0.6712,2.6182,1.6168,1.0685,0.9108,0.8216,0.7478,0.7152,0.6712
483,3BLE_A,2423,5.4607,3.4481,2.1964,1.8469,1.6817,1.5971,1.5255,1.4718,4.3725,2.7601,1.7951,1.5211,1.3825,1.2336,1.1226,1.0555,4.3725,2.7601,1.7951,1.5211,1.3825,1.2336,1.1226,1.0555,4.3725,2.7601,1.7951,1.5211,1.3825,1.2336,1.1226,1.0555
484,3BPT_A,2792,6.8886,4.2457,2.839,2.2258,2.0423,2.0114,1.9473,1.8721,5.2741,3.323,2.1142,1.743,1.5508,1.436,1.3433,1.287,5.2741,3.323,2.1142,1.743,1.5508,1.436,1.3433,1.287,5.2741,3.323,2.1142,1.743,1.5508,1.436,1.3433,1.287
485,3BWU_D,908,2.8141,1.6446,0.9887,0.7431,0.6698,0.634,0.5985,0.5725,2.5508,1.5876,1.1098,0.9217,0.8344,0.7727,0.7126,0.6884,2.5508,1.5876,1.1098,0.9217,0.8344,0.7727,0.7126,0.6884,2.5508,1.5876,1.1098,0.9217,0.8344,0.7727,0.7126,0.6884
486,3BYQ_A,1446,3.7074,2.2567,1.3127,1.0391,0.9014,0.8455,0.8084,0.7701,3.2205,2.0241,1.3839,1.2319,1.0839,0.9462,0.8874,0.8449,3.2205,2.0241,1.3839,1.2319,1.0839,0.9462,0.8874,0.8449,3.2205,2.0241,1.3839,1.2319,1.0839,0.9462,0.8874,0.8449
487,3C64_A,1258,5.1928,3.0995,1.7566,1.4067,1.2619,1.1646,1.1005,1.0571,4.1952,2.5971,1.6538,1.4358,1.3597,1.2055,1.1258,1.0637,4.1952,2.5971,1.6538,1.4358,1.3597,1.2055,1.1258,1.0637,4.1952,2.5971,1.6538,1.4358,1.3597,1.2055,1.1258,1.0637
488,3C9A_A,1664,4.8833,2.9687,1.7074,1.3599,1.2519,1.1746,1.1213,1.0733,3.9889,2.5059,1.5921,1.3305,1.2068,1.0827,1.01,0.9418,3.9889,2.5059,1.5921,1.3305,1.2068,1.0827,1.01,0.9418,3.9889,2.5059,1.5921,1.3305,1.2068,1.0827,1.01,0.9418
489,3CC2_W,1195,2.9925,1.7753,1.0146,0.8245,0.7296,0.686,0.6527,0.6342,2.7176,1.6494,1.1221,0.8984,0.8224,0.7572,0.7155,0.6763,2.7176,1.6494,1.1221,0.8984,0.8224,0.7572,0.7155,0.6763,2.7176,1.6494,1.1221,0.8984,0.8224,0.7572,0.7155,0.6763
490,3CE8_A,706,2.7219,1.5755,0.8987,0.6919,0.5986,0.5582,0.5207,0.4881,2.4595,1.5327,1.0614,0.937,0.803,0.7621,0.6943,0.6753,2.4595,1.5327,1.0614,0.937,0.803,0.7621,0.6943,0.6753,2.4595,1.5327,1.0614,0.937,0.803,0.7621,0.6943,0.6753
491,3CEB_A,1610,4.5079,2.7798,1.7057,1.3883,1.2239,1.1538,1.1024,1.0575,3.6921,2.3465,1.556,1.3172,1.1666,1.0321,0.9756,0.9024,3.6921,2.3465,1.556,1.3172,1.1666,1.0321,0.9756,0.9024,3.6921,2.3465,1.556,1.3172,1.1666,1.0321,0.9756,0.9024
492,3CES_A,4093,10.6993,6.9402,4.6964,4.0077,3.6251,3.4916,3.3951,3.3508,7.5773,4.6076,3.0658,2.5823,2.3114,2.0873,1.9312,1.8309,7.5773,4.6076,3.0658,2.5823,2.3114,2.0873,1.9312,1.8309,7.5773,4.6076,3.0658,2.5823,2.3114,2.0873,1.9312,1.8309
493,3CHU_B,2404,5.064,3.2508,2.0527,1.7648,1.647,1.5433,1.5248,1.4845,4.0966,2.5572,1.6815,1.3843,1.2461,1.0715,1.0221,0.9595,4.0966,2.5572,1.6815,1.3843,1.2461,1.0715,1.0221,0.9595,4.0966,2.5572,1.6815,1.3843,1.2461,1.0715,1.0221,0.9595
494,3CK1_A,1110,3.1499,1.8591,1.0754,0.8332,0.7318,0.6752,0.6316,0.608,2.7582,1.7225,1.1709,1.0021,0.9264,0.8448,0.7809,0.7386,2.7582,1.7225,1.1709,1.0021,0.9264,0.8448,0.7809,0.7386,2.7582,1.7225,1.1709,1.0021,0.9264,0.8448,0.7809,0.7386
495,3CK6_A,1997,5.3055,3.2138,1.9064,1.553,1.4091,1.3136,1.2598,1.218,4.2811,2.6922,1.814,1.5771,1.3793,1.1923,1.1336,1.0584,4.2811,2.6922,1.814,1.5771,1.3793,1.1923,1.1336,1.0584,4.2811,2.6922,1.814,1.5771,1.3793,1.1923,1.1336,1.0584
496,3CM8_A,3501,9.5723,5.9029,3.8831,2.995,2.7005,2.5909,2.4978,2.5251,7.2056,4.4337,3.0309,2.516,2.1493,1.9501,1.8147,1.6882,7.2056,4.4337,3.0309,2.516,2.1493,1.9501,1.8147,1.6882,7.2056,4.4337,3.0309,2.516,2.1493,1.9501,1.8147,1.6882
497,3CP7_A,1603,3.3151,2.011,1.2138,0.922,0.84,0.8046,0.7776,0.7452,2.908,1.7969,1.196,1.0228,0.8792,0.8058,0.7559,0.7272,2.908,1.7969,1.196,1.0228,0.8792,0.8058,0.7559,0.7272,2.908,1.7969,1.196,1.0228,0.8792,0.8058,0.7559,0.7272
498,3CQZ_H,931,3.1857,1.8799,1.1081,0.8545,0.7373,0.6963,0.6633,0.6776,2.7915,1.7492,1.1896,0.9934,0.871,0.8344,0.7695,0.7385,2.7915,1.7492,1.1896,0.9934,0.871,0.8344,0.7695,0.7385,2.7915,1.7492,1.1896,0.9934,0.871,0.8344,0.7695,0.7385
499,3CTA_A,1424,4.5725,2.7595,1.6294,1.3362,1.1876,1.0949,1.0189,0.9748,3.8328,2.4717,1.6788,1.4726,1.3044,1.1302,1.0487,0.9835,3.8328,2.4717,1.6788,1.4726,1.3044,1.1302,1.0487,0.9835,3.8328,2.4717,1.6788,1.4726,1.3044,1.1302,1.0487,0.9835
500,3CTR_A,602,2.6291,1.4875,0.8146,0.629,0.5416,0.504,0.47,0.448,2.3588,1.3993,0.9532,0.8241,0.7613,0.7086,0.6868,0.6514,2.3588,1.3993,0.9532,0.8241,0.7613,0.7086,0.6868,0.6514,2.3588,1.3993,0.9532,0.8241,0.7613,0.7086,0.6868,0.6514
501,3CU2_A,1842,3.8077,2.3678,1.5073,1.1788,1.0513,1.0031,0.9635,0.9393,3.2484,2.0318,1.3683,1.1151,1.0126,0.9004,0.8424,0.7794,3.2484,2.0318,1.3683,1.1151,1.0126,0.9004,0.8424,0.7794,3.2484,2.0318,1.3683,1.1151,1.0126,0.9004,0.8424,0.7794
502,3CUQ_A,1736,5.2881,3.2463,1.944,1.5461,1.3741,1.2865,1.2324,1.1879,4.2786,2.6031,1.6471,1.3887,1.2995,1.1455,1.0629,1.0167,4.2786,2.6031,1.6471,1.3887,1.2995,1.1455,1.0629,1.0167,4.2786,2.6031,1.6471,1.3887,1.2995,1.1455,1.0629,1.0167
503,3CWF_A,788,2.3316,1.3196,0.7483,0.5797,0.5212,0.4763,0.4505,0.43,2.1505,1.3335,0.9358,0.8081,0.7112,0.6608,0.6111,0.5902,2.1505,1.3335,0.9358,0.8081,0.7112,0.6608,0.6111,0.5902,2.1505,1.3335,0.9358,0.8081,0.7112,0.6608,0.6111,0.5902
504,3CWM_A,2935,6.8139,4.368,2.9374,2.2957,2.1906,2.1135,2.0435,1.9903,5.1431,3.1641,1.9872,1.6609,1.4937,1.3555,1.2494,1.1832,5.1431,3.1641,1.9872,1.6609,1.4937,1.3555,1.2494,1.1832,5.1431,3.1641,1.9872,1.6609,1.4937,1.3555,1.2494,1.1832
505,3CZC_A,682,1.9231,1.0732,0.6447,0.4424,0.4157,0.3893,0.3679,0.3494,1.8529,1.1572,0.8549,0.7053,0.6289,0.5991,0.5794,0.5496,1.8529,1.1572,0.8549,0.7053,0.6289,0.5991,0.5794,0.5496,1.8529,1.1572,0.8549,0.7053,0.6289,0.5991,0.5794,0.5496
506,3D01_J,1164,3.2203,1.916,1.1346,0.862,0.7695,0.724,0.6848,0.66,2.7979,1.7673,1.2009,1.0395,0.8831,0.8377,0.7448,0.7263,2.7979,1.7673,1.2009,1.0395,0.8831,0.8377,0.7448,0.7263,2.7979,1.7673,1.2009,1.0395,0.8831,0.8377,0.7448,0.7263
507,3D0R_B,2890,5.8538,3.7482,2.447,2.0666,1.8844,1.8056,1.7334,1.6919,4.6062,2.8458,1.8172,1.4732,1.3819,1.2166,1.1426,1.081,4.6062,2.8458,1.8172,1.4732,1.3819,1.2166,1.1426,1.081,4.6062,2.8458,1.8172,1.4732,1.3819,1.2166,1.1426,1.081
508,3D1P_A,932,2.3354,1.3504,0.7958,0.6154,0.5537,0.518,0.4926,0.4709,2.1953,1.3695,0.9468,0.7775,0.7027,0.6595,0.6184,0.5959,2.1953,1.3695,0.9468,0.7775,0.7027,0.6595,0.6184,0.5959,2.1953,1.3695,0.9468,0.7775,0.7027,0.6595,0.6184,0.5959
509,3D2W_A,561,1.4428,0.8136,0.4949,0.3867,0.332,0.3085,0.2883,0.2812,1.5059,0.9565,0.6978,0.596,0.5411,0.5175,0.4874,0.4766,1.5059,0.9565,0.6978,0.596,0.5411,0.5175,0.4874,0.4766,1.5059,0.9565,0.6978,0.596,0.5411,0.5175,0.4874,0.4766
510,3D31_C,1923,6.3611,3.937,2.3288,1.7552,1.6047,1.525,1.4577,1.4053,5.0251,3.0829,2.0045,1.7255,1.5658,1.4317,1.3335,1.2867,5.0251,3.0829,2.0045,1.7255,1.5658,1.4317,1.3335,1.2867,5.0251,3.0829,2.0045,1.7255,1.5658,1.4317,1.3335,1.2867
511,3D6I_A,866,2.2713,1.3289,0.7882,0.5986,0.5518,0.5426,0.5133,0.4956,2.0989,1.3234,0.9125,0.7749,0.689,0.6427,0.6032,0.585,2.0989,1.3234,0.9125,0.7749,0.689,0.6427,0.6032,0.585,2.0989,1.3234,0.9125,0.7749,0.689,0.6427,0.6032,0.585
512,3D7L_A,1485,3.6151,2.2261,1.3537,1.0193,0.9244,0.88,0.8421,0.8096,3.1189,1.952,1.316,1.1224,0.9823,0.8898,0.8228,0.7808,3.1189,1.952,1.316,1.1224,0.9823,0.8898,0.8228,0.7808,3.1189,1.952,1.316,1.1224,0.9823,0.8898,0.8228,0.7808
513,3DCM_X,1515,3.4239,2.0983,1.3075,1.0379,0.9234,0.8612,0.8195,0.7931,3.0417,1.8747,1.2159,1.0277,0.9157,0.8204,0.7957,0.749,3.0417,1.8747,1.2159,1.0277,0.9157,0.8204,0.7957,0.749,3.0417,1.8747,1.2159,1.0277,0.9157,0.8204,0.7957,0.749
514,3DDJ_A,2174,4.9814,3.0458,1.8062,1.4728,1.3083,1.2292,1.1795,1.1436,4.0962,2.5209,1.629,1.3865,1.2299,1.1055,1.0613,0.9912,4.0962,2.5209,1.629,1.3865,1.2299,1.1055,1.0613,0.9912,4.0962,2.5209,1.629,1.3865,1.2299,1.1055,1.0613,0.9912
515,3DJE_A,3427,6.7887,4.4726,2.9278,2.4209,2.298,2.1947,2.136,2.0715,5.1863,3.245,2.0888,1.7312,1.6064,1.4638,1.3977,1.3806,5.1863,3.245,2.0888,1.7312,1.6064,1.4638,1.3977,1.3806,5.1863,3.245,2.0888,1.7312,1.6064,1.4638,1.3977,1.3806
516,3DJM_A,865,2.7342,1.5834,0.9088,0.6986,0.632,0.5689,0.5345,0.5122,2.464,1.5419,1.0926,0.8703,0.7719,0.7713,0.6699,0.639,2.464,1.5419,1.0926,0.8703,0.7719,0.7713,0.6699,0.639,2.464,1.5419,1.0926,0.8703,0.7719,0.7713,0.6699,0.639
517,3DML_A,749,1.9659,1.0996,0.6496,0.5078,0.4409,0.4113,0.3888,0.3685,1.8611,1.1476,0.8114,0.6781,0.6137,0.5638,0.5393,0.5177,1.8611,1.1476,0.8114,0.6781,0.6137,0.5638,0.5393,0.5177,1.8611,1.1476,0.8114,0.6781,0.6137,0.5638,0.5393,0.5177
518,3DR7_D,2821,6.3659,4.1026,2.7941,2.1978,2.0949,1.9877,1.9078,1.8445,4.8864,3.1493,2.222,1.7042,1.4648,1.3907,1.2478,1.1944,4.8864,3.1493,2.222,1.7042,1.4648,1.3907,1.2478,1.1944,4.8864,3.1493,2.222,1.7042,1.4648,1.3907,1.2478,1.1944
519,3DR8_A,1362,3.7563,2.2532,1.3304,0.9595,0.8853,0.825,0.7735,0.7492,3.2688,2.0588,1.3717,1.1447,0.9783,0.9335,0.8679,0.8271,3.2688,2.0588,1.3717,1.1447,0.9783,0.9335,0.8679,0.8271,3.2688,2.0588,1.3717,1.1447,0.9783,0.9335,0.8679,0.8271
520,3DS8_A,1974,4.3046,2.6898,1.6784,1.3692,1.2522,1.1858,1.1407,1.108,3.5853,2.2095,1.4646,1.2543,1.1105,1.0042,0.9071,0.8758,3.5853,2.2095,1.4646,1.2543,1.1105,1.0042,0.9071,0.8758,3.5853,2.2095,1.4646,1.2543,1.1105,1.0042,0.9071,0.8758
521,3DSH_A,1935,6.36,3.7664,2.2237,1.6871,1.5112,1.3992,1.3298,1.2655,5.0927,3.1265,1.9704,1.6019,1.488,1.3564,1.261,1.2234,5.0927,3.1265,1.9704,1.6019,1.488,1.3564,1.261,1.2234,5.0927,3.1265,1.9704,1.6019,1.488,1.3564,1.261,1.2234
522,3DXR_A,519,2.651,1.507,0.8439,0.6141,0.5507,0.5156,0.4846,0.4555,2.3993,1.508,1.0752,0.9472,0.8214,0.7687,0.7359,0.6972,2.3993,1.508,1.0752,0.9472,0.8214,0.7687,0.7359,0.6972,2.3993,1.508,1.0752,0.9472,0.8214,0.7687,0.7359,0.6972
523,3DZL_B,1309,4.0658,2.4249,1.3948,1.0086,0.911,0.8492,0.8039,0.7668,3.4412,2.1932,1.4136,1.2604,1.1154,0.9905,0.9231,0.8729,3.4412,2.1932,1.4136,1.2604,1.1154,0.9905,0.9231,0.8729,3.4412,2.1932,1.4136,1.2604,1.1154,0.9905,0.9231,0.8729
524,3E38_A,2752,6.5065,4.1495,2.5047,2.079,1.8807,1.8528,1.7807,1.7197,5.1289,3.1979,2.2455,1.885,1.7104,1.4721,1.437,1.413,5.1289,3.1979,2.2455,1.885,1.7104,1.4721,1.437,1.413,5.1289,3.1979,2.2455,1.885,1.7104,1.4721,1.437,1.413
525,3E3R_A,1431,4.5783,2.737,1.5699,1.2134,1.1284,1.0504,1.0085,0.9596,3.7827,2.4227,1.6237,1.3584,1.215,1.061,0.9895,0.9223,3.7827,2.4227,1.6237,1.3584,1.215,1.061,0.9895,0.9223,3.7827,2.4227,1.6237,1.3584,1.215,1.061,0.9895,0.9223
526,3E54_A,1305,3.613,2.189,1.2436,0.9884,0.8596,0.8069,0.7752,0.7371,3.1054,1.9285,1.3296,1.1208,1.0082,0.8991,0.8334,0.804,3.1054,1.9285,1.3296,1.1208,1.0082,0.8991,0.8334,0.804,3.1054,1.9285,1.3296,1.1208,1.0082,0.8991,0.8334,0.804
527,3E5X_C,1719,4.4618,2.748,1.6661,1.36,1.1997,1.1297,1.0787,1.0523,3.7448,2.3606,1.5588,1.314,1.1932,1.0773,0.9668,0.9487,3.7448,2.3606,1.5588,1.314,1.1932,1.0773,0.9668,0.9487,3.7448,2.3606,1.5588,1.314,1.1932,1.0773,0.9668,0.9487
528,3E7Q_A,1598,4.3867,2.7048,1.5793,1.3275,1.1709,1.0836,1.0356,0.9853,3.6929,2.3605,1.5979,1.3381,1.206,1.0902,0.9741,0.8929,3.6929,2.3605,1.5979,1.3381,1.206,1.0902,0.9741,0.8929,3.6929,2.3605,1.5979,1.3381,1.206,1.0902,0.9741,0.8929
529,3E86_B,751,2.7028,1.583,0.8334,0.695,0.5952,0.566,0.5269,0.4995,2.4593,1.5507,1.071,0.944,0.8325,0.7689,0.7027,0.6896,2.4593,1.5507,1.071,0.944,0.8325,0.7689,0.7027,0.6896,2.4593,1.5507,1.071,0.944,0.8325,0.7689,0.7027,0.6896
530,3EBE_A,1383,3.9225,2.3728,1.4459,1.1473,1.0116,0.9524,0.9095,0.8692,3.3383,2.1137,1.4068,1.1744,1.0369,0.9532,0.8816,0.8344,3.3383,2.1137,1.4068,1.1744,1.0369,0.9532,0.8816,0.8344,3.3383,2.1137,1.4068,1.1744,1.0369,0.9532,0.8816,0.8344
531,3EBY_A,1167,3.129,1.8854,1.1039,0.8577,0.7515,0.7112,0.669,0.645,2.7404,1.6899,1.1663,0.9761,0.8714,0.8235,0.7946,0.6985,2.7404,1.6899,1.1663,0.9761,0.8714,0.8235,0.7946,0.6985,2.7404,1.6899,1.1663,0.9761,0.8714,0.8235,0.7946,0.6985
532,3ECQ_B,10647,30.823,23.2989,18.255,16.9949,16.3109,15.6342,15.3996,14.9573,17.0655,10.4052,6.5158,5.3092,4.885,4.4051,4.0543,3.8513,17.0655,10.4052,6.5158,5.3092,4.885,4.4051,4.0543,3.8513,17.0655,10.4052,6.5158,5.3092,4.885,4.4051,4.0543,3.8513
533,3EGE_A,1988,4.3515,2.6794,1.6158,1.3207,1.1592,1.0949,1.047,1.0032,3.6869,2.2898,1.5091,1.2893,1.1727,1.0245,0.9602,0.9036,3.6869,2.2898,1.5091,1.2893,1.1727,1.0245,0.9602,0.9036,3.6869,2.2898,1.5091,1.2893,1.1727,1.0245,0.9602,0.9036
534,3EHC_A,1030,2.2987,1.3451,0.7767,0.6537,0.5711,0.5285,0.5091,0.489,2.1823,1.347,0.9282,0.7975,0.7006,0.6471,0.632,0.5797,2.1823,1.347,0.9282,0.7975,0.7006,0.6471,0.632,0.5797,2.1823,1.347,0.9282,0.7975,0.7006,0.6471,0.632,0.5797
535,3EJV_A,1195,3.833,2.2972,1.382,1.0632,0.9351,0.8624,0.8164,0.7767,3.2817,2.0738,1.4084,1.1504,1.0791,0.9673,0.8885,0.8464,3.2817,2.0738,1.4084,1.1504,1.0791,0.9673,0.8885,0.8464,3.2817,2.0738,1.4084,1.1504,1.0791,0.9673,0.8885,0.8464
536,3ELS_A,1167,2.9903,1.7827,1.0395,0.7883,0.6802,0.6412,0.6045,0.5793,2.7155,1.6936,1.1387,0.9875,0.8727,0.8205,0.7262,0.6893,2.7155,1.6936,1.1387,0.9875,0.8727,0.8205,0.7262,0.6893,2.7155,1.6936,1.1387,0.9875,0.8727,0.8205,0.7262,0.6893
537,3EMI_A,785,4.0824,2.3827,1.3534,1.0031,0.8576,0.8088,0.7612,0.7109,3.3443,2.0819,1.3189,1.1147,1.0297,0.9172,0.8878,0.843,3.3443,2.0819,1.3189,1.1147,1.0297,0.9172,0.8878,0.843,3.3443,2.0819,1.3189,1.1147,1.0297,0.9172,0.8878,0.843
538,3EMR_A,2192,4.9536,3.1547,1.8931,1.6394,1.4721,1.4086,1.3593,1.3197,3.9971,2.4568,1.6225,1.3769,1.1622,1.0779,0.9789,0.938,3.9971,2.4568,1.6225,1.3769,1.1622,1.0779,0.9789,0.938,3.9971,2.4568,1.6225,1.3769,1.1622,1.0779,0.9789,0.938
539,3ERW_A,1072,2.705,1.5913,0.9306,0.7521,0.6512,0.607,0.5716,0.5452,2.4665,1.5336,1.0332,0.8874,0.7966,0.7299,0.6742,0.6406,2.4665,1.5336,1.0332,0.8874,0.7966,0.7299,0.6742,0.6406,2.4665,1.5336,1.0332,0.8874,0.7966,0.7299,0.6742,0.6406
540,3ESL_A,1662,4.6396,2.8267,1.7131,1.4094,1.2497,1.1807,1.1201,1.0922,3.8071,2.3947,1.6131,1.3659,1.2246,1.1329,1.0759,0.9479,3.8071,2.3947,1.6131,1.3659,1.2246,1.1329,1.0759,0.9479,3.8071,2.3947,1.6131,1.3659,1.2246,1.1329,1.0759,0.9479
541,3EWL_A,1117,2.9432,1.759,1.0151,0.8265,0.7313,0.6871,0.6595,0.6275,2.6193,1.616,1.0977,0.9455,0.8436,0.7446,0.7122,0.6697,2.6193,1.616,1.0977,0.9455,0.8436,0.7446,0.7122,0.6697,2.6193,1.616,1.0977,0.9455,0.8436,0.7446,0.7122,0.6697
542,3EXQ_A,1238,3.4925,2.0987,1.2495,0.9795,0.8525,0.7975,0.762,0.7296,3.0655,1.9287,1.2989,1.1055,0.9725,0.8643,0.8055,0.7489,3.0655,1.9287,1.2989,1.1055,0.9725,0.8643,0.8055,0.7489,3.0655,1.9287,1.2989,1.1055,0.9725,0.8643,0.8055,0.7489
543,3EYT_A,1179,2.9513,1.7827,1.1038,0.8642,0.7711,0.7321,0.7034,0.6799,2.6213,1.6336,1.0874,0.9272,0.8243,0.7682,0.6888,0.6707,2.6213,1.6336,1.0874,0.9272,0.8243,0.7682,0.6888,0.6707,2.6213,1.6336,1.0874,0.9272,0.8243,0.7682,0.6888,0.6707
544,3F0H_A,2793,6.1049,3.8643,2.6353,2.0615,1.9725,1.8896,1.8335,1.7944,4.7033,2.9736,2.0004,1.5218,1.4028,1.2016,1.1157,1.0352,4.7033,2.9736,2.0004,1.5218,1.4028,1.2016,1.1157,1.0352,4.7033,2.9736,2.0004,1.5218,1.4028,1.2016,1.1157,1.0352
545,3F1X_A,2114,7.499,4.5049,2.7987,2.1398,1.8899,1.7485,1.7033,1.6834,5.8546,3.654,2.3523,2.0682,1.8983,1.6524,1.5575,1.4402,5.8546,3.654,2.3523,2.0682,1.8983,1.6524,1.5575,1.4402,5.8546,3.654,2.3523,2.0682,1.8983,1.6524,1.5575,1.4402
546,3F6C_A,986,2.5272,1.456,0.8541,0.6132,0.5309,0.5138,0.496,0.4746,2.3311,1.4405,0.9902,0.8178,0.727,0.6896,0.6397,0.6174,2.3311,1.4405,0.9902,0.8178,0.727,0.6896,0.6397,0.6174,2.3311,1.4405,0.9902,0.8178,0.727,0.6896,0.6397,0.6174
547,3F6J_A,1237,3.202,1.9031,1.1411,0.9217,0.7998,0.753,0.708,0.6774,2.7896,1.7501,1.2261,1.0052,0.9383,0.8462,0.7766,0.7406,2.7896,1.7501,1.2261,1.0052,0.9383,0.8462,0.7766,0.7406,2.7896,1.7501,1.2261,1.0052,0.9383,0.8462,0.7766,0.7406
548,3F79_D,1713,4.7079,2.961,1.8579,1.5491,1.3943,1.3336,1.2823,1.2491,3.7879,2.3755,1.5648,1.323,1.2002,1.0568,0.9834,0.9242,3.7879,2.3755,1.5648,1.323,1.2002,1.0568,0.9834,0.9242,3.7879,2.3755,1.5648,1.323,1.2002,1.0568,0.9834,0.9242
549,3FA3_I,2216,6.3647,3.9957,2.3656,1.9674,1.8008,1.7164,1.6275,1.562,5.0085,3.1525,2.1268,1.8019,1.5611,1.4361,1.3216,1.2236,5.0085,3.1525,2.1268,1.8019,1.5611,1.4361,1.3216,1.2236,5.0085,3.1525,2.1268,1.8019,1.5611,1.4361,1.3216,1.2236
550,3FE6_A,906,2.1993,1.2604,0.7616,0.5354,0.5005,0.4688,0.4462,0.429,2.1044,1.3238,0.9343,0.7783,0.7054,0.6657,0.6205,0.5972,2.1044,1.3238,0.9343,0.7783,0.7054,0.6657,0.6205,0.5972,2.1044,1.3238,0.9343,0.7783,0.7054,0.6657,0.6205,0.5972
